x,y,v,w,stamp
4.00735123472123e-05,-1.087157856829451e-06,5.109055607722753e-05,4.782043669892336e-07,1743779195.8587084
4.4443568092106805e-05,-1.084943056873855e-06,7.984590618672026e-05,7.630119517520464e-07,1743779196.058459
0.003515217011164389,-1.089462687465017e-06,0.06771061942091852,-1.9956440725014287e-05,1743779196.158474
0.017387743973442712,-1.1121454034959805e-06,0.16970131538450559,-1.41597395688424e-06,1743779196.2585123
0.041659320489425965,-1.1429509734770223e-06,0.27165897972596,-5.872888965333154e-06,1743779196.3585393
0.07633008958249174,-1.1602979435533736e-06,0.3736135286417514,-7.689133917120266e-06,1743779196.4584882
0.1214001490484411,-1.1240120750642905e-06,0.4755686478207483,-9.947541213292682e-06,1743779196.558631
0.17506001336073748,-0.0004944452619128811,0.5536176518280307,-0.2849343477693414,1743779196.658385
0.2320696388880136,-0.003238681637791547,0.5534144109673211,-0.46136693978083787,1743779196.7590132
0.290718877591371,-0.00927254082871274,0.5923322425598538,-0.5486476894628455,1743779196.8583155
0.3315598320576437,-0.0153409205233327,0.6214414518545052,-0.525175251418455,1743779196.9582834
0.39616909051237215,-0.027934828922771278,0.6677106200388421,-0.520676234384402,1743779197.0582812
0.46442758321081623,-0.04511966261266309,0.7124778918588018,-0.5250633170407761,1743779197.1586242
0.5358058132574196,-0.06696161254313228,0.7502806658854054,-0.38255369116423404,1743779197.2589247
0.6095909632874488,-0.09252307443788645,0.7737275389006909,-0.22780504297259715,1743779197.3584585
0.682529453019238,-0.11988398768549094,0.7662940553180497,-0.2659547461998301,1743779197.458878
0.755808714051857,-0.14964644503574873,0.7886046129314087,-0.22228699496843107,1743779197.558682
0.8317430694748765,-0.18258114566499903,0.8371400626576485,-0.18445771729075644,1743779197.658283
0.9105985411721669,-0.21851919749462886,0.8587690780519313,-0.0829915195770062,1743779197.7582567
0.9913403832756442,-0.2563970417332655,0.8820878478186167,-0.13523434928770112,1743779197.8585126
1.0736925365150685,-0.2963613980162063,0.9046369457304638,-0.15286361471619975,1743779197.9582586
1.1571197081573106,-0.3383201915250935,0.9204074387843819,-0.14096013282534403,1743779198.058448
1.2416876833012023,-0.38236498540661157,0.9414266520289598,-0.14938488527655266,1743779198.158533
1.3259245612212713,-0.4286882444642528,0.9430067083067415,-1.2904218069449562,1743779198.2581806
1.4040567454457529,-0.48491944185158553,0.9448901841744588,-2.452285774133018,1743779198.3583255
1.4469040034495748,-0.5306371062586458,0.9063372938768441,-2.94519873404802,1743779198.4586282
1.4968750794396035,-0.629911037239153,0.7765370375792735,-2.684460626865144,1743779198.558487
1.5059546097678724,-0.6782812939673132,0.6987037153053804,-2.750613869969806,1743779198.658258
1.502978241524742,-0.7428014221763769,0.5998307317627017,-2.7765794440193203,1743779198.7584717
1.4854171818940678,-0.7941343291466209,0.529163863755629,-2.7063979332715684,1743779198.8584416
1.4581024127205628,-0.8343299503064479,0.5158863324818092,-1.5884598457325825,1743779198.9587114
1.4246645146203762,-0.8694754571988426,0.49757747382195544,-0.6280304397431852,1743779199.0586421
1.386946774453982,-0.9039896954214901,0.5001529122441092,-0.38468913276705413,1743779199.1586893
1.3451423188108833,-0.9391384662565156,0.5697152787125487,-0.3876829201531356,1743779199.2587028
1.2936756017278406,-0.9788938972464339,0.6715628617165917,-0.40361870189411025,1743779199.3584633
1.2321286951466823,-1.0224796917986503,0.7733718223668314,-0.4097475575141899,1743779199.4585505
1.1622052693136133,-1.068133390618203,0.8249839066113729,-0.06243466976669697,1743779199.5586102
1.0921468295538004,-1.1118644224637113,0.8022798385270271,-0.3673978052921778,1743779199.6585052
1.022501013233118,-1.1521069861554285,0.781894951086499,-0.38493841137988183,1743779199.758706
0.9536749570794629,-1.1887805568136225,0.7558531636842165,-0.3230367970291377,1743779199.858699
