x,y,v,w,stamp
5.797951156688863e-05,-9.943824770749315e-07,4.3555693538466224e-07,-8.547062371191612e-08,1744042731.9492116
5.7772182309404594e-05,-9.944215736018296e-07,2.4207164161328938e-06,-7.208638106540384e-08,1744042732.2490263
0.0012124826709610996,-9.98822543007847e-07,0.03350912060575036,2.1206717788087628e-05,1744042732.3483238
0.011609039013532104,-1.0241088757436591e-06,0.13562041699031854,-3.211747663743445e-06,1744042732.448801
0.032133493544162096,-1.054504584209274e-06,0.23359239927761302,-1.263662800216494e-05,1744042732.548396
0.05716744177698047,-1.0684854616453488e-06,0.24515501421680355,7.914308846045786e-06,1744042732.6483226
0.08318486575818224,-1.0630658355740657e-06,0.25959756821124386,-4.7026985242540845e-06,1744042732.7487278
0.11104533459954768,-1.0474245395070865e-06,0.2794774612784145,-4.791418332852816e-05,1744042732.8481843
0.1370791968691126,-1.0882777475923338e-06,0.23980458415850917,6.350198490274722e-05,1744042732.9485557
0.16163407653752687,-1.0851712991477293e-06,0.24076587724913423,-8.791916199554215e-05,1744042733.0488083
0.186356273296917,-1.0398172852874397e-06,0.2427459875831165,0.0004964186691985752,1744042733.1482668
0.21134681666896618,1.6341350843059597e-07,0.2457014351582703,0.0015884012790344068,1744042733.2484035
0.2366556631171759,4.112570530401253e-06,0.24890485665081508,0.0006992292963753884,1744042733.3482704
0.26228826665526056,9.524539730944163e-06,0.25206488927599885,-0.00113230459353734,1744042733.4485264
0.2882055268420592,1.4076017034260347e-05,0.2549241951483434,0.0004938796766130141,1744042733.5483189
0.31437390346166005,1.9805213625205136e-05,0.2573442993998796,0.0013313532741213864,1744042733.6483853
0.34084378346161115,2.7310736650395744e-05,0.2605971489019004,-0.0014607617713455858,1744042733.7484312
0.3586853266623532,3.115585552163191e-05,0.2638840775595332,0.0004884677339131921,1744042733.848356
0.3857635275536486,3.730001186758855e-05,0.26769757796097265,0.000543220094628692,1744042733.9485595
0.4132343898673187,4.452160237988566e-05,0.2716323064964887,0.00028571113242076854,1744042734.0484915
0.4409442249899026,5.310346419422147e-05,0.2707744996152727,0.0015286234589579253,1744042734.1481824
0.46886607969011124,6.448284287294646e-05,0.2747541722262706,-0.0008442603758589937,1744042734.2482567
0.4971127532115883,7.514664835888335e-05,0.2775297864392786,-0.003605716893487254,1744042734.34891
0.525751967378753,8.013438477321198e-05,0.2818954288685466,-0.0010599141260252676,1744042734.4485765
0.5551950291938686,8.239107802025018e-05,0.2915198731618981,0.0008852160969030577,1744042734.548373
0.5853078082370441,8.520970502298973e-05,0.2965339066217046,0.0016239063920097743,1744042734.648294
0.6159469796329655,9.056985116739823e-05,0.3020603532064447,0.0002931531434434522,1744042734.7485583
0.6471273482285717,9.753985370446048e-05,0.3074534160539666,0.0011469913009848841,1744042734.8484218
0.6788539366485337,0.0001100537682398444,0.3123651853318558,0.007420552388338123,1744042734.9484873
0.7111851237209809,0.00013959885227616007,0.3186650759994826,0.0046103829344622,1744042735.0482824
0.7442126058212984,0.00018223715059776188,0.325768439079543,-0.0015897403673582283,1744042735.1489081
0.7779619386212967,0.0002275311645652658,0.3327724746520691,-0.00018362502084079012,1744042735.248565
0.8008470074494348,0.00025946044786829474,0.3393730195429766,0.0017245928508095218,1744042735.3488898
0.8357539989612072,0.00031164321118486296,0.3463698754117433,0.000548508793043914,1744042735.4485512
0.8714081509357683,0.0003676394931802523,0.35403683208252573,-0.000107795977075203,1744042735.5485678
0.907871955713685,0.0004255201259543352,0.3623698262730115,0.0007925175566985698,1744042735.648728
0.9454346131637055,0.0004861707001834844,0.3708486193088528,-0.0011203929224118234,1744042735.748843
0.9829035042324001,0.0005440920911484474,0.3655520275170287,-0.0018670860181055921,1744042735.8484783
1.0207399212873611,0.0005974337977989789,0.3736270281465453,-0.0021354247241348804,1744042735.9484925
1.052720691222017,0.0006374658016215761,0.3008198912921732,-0.00038286554120692,1744042736.0481892
1.090298208162593,0.0006812050473730726,0.40201924585502347,-0.0006180000880345865,1744042736.1488738
1.1321473406224054,0.0007256246610167587,0.4138483212411409,-0.0012605242411322696,1744042736.2485738
1.1750208946537748,0.0007652131390518614,0.4229846183296412,-0.0006184553737649162,1744042736.3490615
1.218804726319758,0.0008018076101862905,0.4317732960686716,0.0004534158349838416,1744042736.4490058
1.2629327037595115,0.0008393478059888256,0.43227287025263716,0.002424042856669063,1744042736.5483034
1.3076251684288351,0.0008857141320628547,0.4401341125918035,0.005041498748504446,1744042736.6484473
1.3530713634949345,0.000945396812874331,0.4613909606105485,-0.000743684825040766,1744042736.7487125
1.4012797708885951,0.0010119691093574727,0.47801507684441474,-0.0009385379041285742,1744042736.8487148
1.43419134835993,0.001061054632364087,0.49008878118150867,0.0006433674489020343,1744042736.9482756
1.4845575000534068,0.0011370031334758523,0.5009595650917923,0.0030080801285607577,1744042737.0482287
1.5361052498841057,0.0012222278368058173,0.5131455789657176,0.0015801639925200094,1744042737.1482358
1.5889025110421318,0.0013187678735599425,0.5255484253590424,-0.0047791064745269255,1744042737.2484555
1.64356944160606,0.0014061090132139362,0.5406236025206737,-0.000295773801784254,1744042737.3486907
1.6981162470555033,0.001484413337917584,0.5312190894765836,0.0028436456670695477,1744042737.4486947
1.753700185722373,0.0015666831187509307,0.5463373301442923,0.0026136454688646346,1744042737.5482073
1.8122308814077013,0.001662765521753567,0.584451515149623,0.022576387931439044,1744042737.6483674
1.8730502873282533,0.0018478999876700574,0.5990196099792515,0.0063137145389230084,1744042737.7485042
1.935531710857834,0.002104670922555891,0.616038130494811,-0.017841544901361195,1744042737.8488994
1.9996216534154363,0.002368392396418199,0.6311873338013032,-0.012708689238789853,1744042737.9487202
2.065207831188644,0.0026415854549644837,0.645603174976773,-0.010876988822293003,1744042738.048496
2.132656530187623,0.0029204532166236695,0.6657579737456004,-0.006812372640033262,1744042738.1482825
2.20227910423973,0.0032170365262620053,0.6875944750590886,-0.007019304305634209,1744042738.2488754
2.274026365395125,0.0035327466755365427,0.7083027708037511,-0.007128833451295393,1744042738.3485546
2.3478349157321317,0.0038710262939665413,0.7284278749355463,-0.0050493968106028785,1744042738.448538
2.4237080351706197,0.004244715249664267,0.7484171879705315,-0.0017423585600065059,1744042738.5491004
2.475533147930022,0.004524186020850793,0.7753342969093335,-0.0017999653315488333,1744042738.6486118
2.5550361511138733,0.0050066492006859776,0.7984278472660071,-0.0018367850080304995,1744042738.7485683
2.636878519032317,0.005575501078462329,0.8210485185024471,0.0038114590643599684,1744042738.8486652
2.721060770646199,0.006265267876060171,0.8446558541765177,0.002256742253479002,1744042738.948372
2.8055440694722975,0.007046811398391826,0.8196613036342724,0.014057069952651557,1744042739.0485265
2.887846176601164,0.007904495582285113,0.7975340580095108,0.008577735757372454,1744042739.148213
2.9727060011762667,0.008893772014574496,0.8609447280768401,0.07439695543914894,1744042739.2487943
3.0639632504148384,0.010539944669128384,0.9278143969958977,0.06168290525384932,1744042739.3486633
3.1604227244542247,0.013021750016015294,0.9547247266166077,0.021149647784395226,1744042739.4482384
3.2594826513774997,0.016087058676753727,0.979676643568147,0.06334762143378588,1744042739.548467
3.3605355719319836,0.01989072989359858,0.9968038858942065,0.08701962051629628,1744042739.6486475
3.4586801451470657,0.024340205420791416,0.928925983857033,0.07986431999922704,1744042739.7484615
3.546410201868342,0.0289930660747164,0.8270166543556005,0.07555168237442014,1744042739.8482904
3.623727996123863,0.03368990350129072,0.7254214847185141,0.07471411168047765,1744042739.9484317
3.690628130073048,0.03827040345674528,0.6233952346198012,0.07538626216141843,1744042740.0487955
3.7473825358878003,0.04260562598075545,0.5291402548509814,0.194772777029012,1744042740.1485837
3.7816001534720556,0.04586394972603437,0.49864180182388146,0.7693141719961134,1744042740.248665
3.8319013210085044,0.05347056268382683,0.49847649346288325,0.7267949084029902,1744042740.348279
3.881509574302238,0.06460685831740744,0.49860686893069167,0.6958354838862789,1744042740.4486988
3.930134199683597,0.07940514126599843,0.4983000221756172,0.8008292139687233,1744042740.5483632
3.9774931205007538,0.09789833566452773,0.4983859687072885,0.5137298940806658,1744042740.648337
4.023402359904584,0.11927874450986065,0.5002462516938412,0.4299502605563467,1744042740.7486312
4.067949089804483,0.14338902770763912,0.5013921762564587,0.6575026816760086,1744042740.8488133
4.110795276304378,0.17029632426757052,0.50142450731433,0.3311612921214038,1744042740.9483883
4.152758237053434,0.19900680021032432,0.5000187860540195,0.24119717202420604,1744042741.0483596
4.1936978207789135,0.22909112905545972,0.5073025675434448,0.559800757949886,1744042741.148917
4.2333204963842785,0.2610469310665222,0.49961828265471353,0.22303728452034974,1744042741.2486966
4.272232605439208,0.2939511913943792,0.4997788546795721,0.15413714014602173,1744042741.3483744
4.310347559017417,0.32774069950448786,0.49919016797211346,0.47659905768728433,1744042741.4482532
4.347156716372948,0.3629733571173073,0.4996803354649567,0.23714688991759522,1744042741.5486026
4.38309438910428,0.39911553241162867,0.4997195001650705,0.23291347838040666,1744042741.648384
4.40657767217224,0.4236800885812236,0.49985114817363735,0.17147552591621867,1744042741.7486877
4.441236711103636,0.4610793354073401,0.498936613604249,0.2561585427915131,1744042741.8481638
4.474963650182063,0.49925152918445875,0.48749237606276713,0.4995401891042124,1744042741.948568
4.506966395910529,0.5386179189850295,0.5002564673117313,0.13761626689512416,1744042742.0484064
4.538180135643974,0.5789400347671378,0.49976314170455904,0.21923688496990348,1744042742.1483922
4.568621400703687,0.6198320449253708,0.499710889588625,0.1925683138137254,1744042742.2485185
4.5983134583759835,0.6612559158121817,0.49962017594360325,0.18315380978159781,1744042742.3487313
