x,y,th,stamp
8.96763841589269e-05,0.0,3.4908364492048944e-10,1743771805.4721086
0.0002213875121921921,4.3268603094855655e-11,-2.8925448404143324e-06,1743771805.5719302
-0.003451519406661835,3.1052939901427767e-09,-8.670260735445479e-06,1743771805.6719394
-0.009722176992946648,4.4765736063956756e-07,0.00022714298094182728,1743771805.771982
0.0026818443180396043,2.4647944775095046e-06,0.000679964201190497,1743771805.872177
0.03678105704782264,2.479755566687021e-05,0.0006016374292420502,1743771805.971916
0.07705504831694177,4.451026280131559e-05,-0.0003369613252612889,1743771806.0719504
0.12314007492280674,-9.632187761562637e-05,-0.01292277180782866,1743771806.1729598
0.16894730288609527,-0.0007026647242649119,-0.04921617686004155,1743771806.2718756
0.2114736119747053,-0.002814274670242646,-0.0891112891704719,1743771806.3721626
0.26060811831607067,-0.007217955600258668,-0.13844611398437215,1743771806.4718957
0.31078686793584004,-0.01421677644624507,-0.19045165586875487,1743771806.57237
0.36032720462420414,-0.023733244965673878,-0.2404049986617974,1743771806.6719291
0.4097351060145505,-0.03579235258796775,-0.28410495194681434,1743771806.7719288
0.4583302577085861,-0.049935788102246095,-0.31971443165717933,1743771806.8721862
0.5069708875622946,-0.06600376421918203,-0.349017479735475,1743771806.9723532
0.5554882467322171,-0.08362571112544924,-0.3726625338282944,1743771807.0723057
0.6034839543842084,-0.10231938014831463,-0.38750553144209293,1743771807.1720984
0.652426025303015,-0.12207052450303697,-0.3808975336594921,1743771807.2724836
0.7026310002883683,-0.14198956121891546,-0.33509894339586993,1743771807.3718848
0.7525793168393746,-0.15928264800093722,-0.25963515759420175,1743771807.471976
0.7999718946174503,-0.17183739187147484,-0.17271257608896803,1743771807.5722642
0.8482469001340917,-0.18027603285343896,-0.08287032034654981,1743771807.6719089
0.898734285420884,-0.18454535954801474,0.0046166368001705725,1743771807.7719445
0.9506336593569499,-0.1844890476441682,0.08048755666670117,1743771807.8721278
0.9983847527297033,-0.18071902932018324,0.13803053082736233,1743771807.972373
1.0511056579701945,-0.17351088039395546,0.18850058980668974,1743771808.0720644
1.1046770055357602,-0.16336556306182537,0.22715990747734047,1743771808.172221
1.1579650477461074,-0.15110167523839363,0.2569838549041293,1743771808.2720032
1.2101266317255286,-0.13740626760787067,0.280505591782182,1743771808.3719454
1.2610977008804654,-0.12271746401941047,0.3021555871238325,1743771808.472279
1.3114566053708667,-0.10701649504656897,0.3241021454012672,1743771808.5721114
1.3612812421212606,-0.09027433592867856,0.34644952784127225,1743771808.6721165
1.4102862530323945,-0.07257387755549205,0.3692112376112083,1743771808.7718577
1.4586697033787541,-0.05384894218842782,0.3928680286008958,1743771808.8717673
1.5062687115972972,-0.03412061238996391,0.4164850641469826,1743771808.9722388
1.5533981389728575,-0.013282849238268486,0.43958270685689044,1743771809.0723648
1.5998404091251228,0.008548260997574646,0.46043097445277176,1743771809.1718647
1.6460216692946845,0.03145056358389338,0.47988248828929,1743771809.2721004
1.6882421118359838,0.05344886845389959,0.4980641483426394,1743771809.3721833
1.7258871613515976,0.07387346749799159,0.5119976982841273,1743771809.472501
1.76933902576399,0.09785156712894796,0.49793144283657337,1743771809.5719428
1.8176930331711367,0.12364021877526526,0.39990995379721683,1743771809.6722822
1.8729038256119308,0.14714745569563928,0.24963547115826246,1743771809.7719147
1.9220097571133057,0.15983307679345174,0.13073302764527917,1743771809.8728113
1.97096117418963,0.16634210140961786,0.024800130978421705,1743771809.971886
2.0215598985309975,0.16777541752846012,-0.07115282092146841,1743771810.0725381
2.075388484518822,0.16423666923473187,-0.14643379880235347,1743771810.1719341
2.1299504063793826,0.1564114736209688,-0.19421537452017967,1743771810.272276
2.183826939174946,0.14589668807483586,-0.2229271864043509,1743771810.3718438
2.2364272945298826,0.1340068118595715,-0.24280845806441648,1743771810.4721618
2.2874203550561556,0.12137968824858526,-0.2581078462505919,1743771810.5719938
2.338235510682479,0.10794972977624995,-0.2738117033180819,1743771810.6721735
2.388700380877417,0.09375387385394135,-0.2925421073269869,1743771810.771957
2.4385348328862406,0.07871860955420693,-0.3154579030082887,1743771810.8723145
2.48380845080988,0.06391907871640488,-0.3408493393069273,1743771810.9723308
2.5241870395369683,0.04960508719602821,-0.36522070963909903,1743771811.0720935
2.5706669052457016,0.03184142132981333,-0.394661895979502,1743771811.1719291
2.617806929988926,0.012222274222713535,-0.42368544968345967,1743771811.271768
2.6644524809438237,-0.008789828151479906,-0.45032830700717663,1743771811.372619
2.710408058311025,-0.03098379325610046,-0.47336476534691535,1743771811.472144
2.7559070282127816,-0.05426937900640257,-0.49336856095913645,1743771811.572337
2.8012027891930993,-0.07843334171819882,-0.5014336812844392,1743771811.6719427
2.845518925114435,-0.1025811939771136,-0.4790620690526263,1743771811.772034
2.8902801563394807,-0.12579071020043475,-0.43703640353876594,1743771811.8716826
2.936063118982371,-0.14716784390598278,-0.38896012980266087,1743771811.972091
2.9831839987819557,-0.1664794928478888,-0.33879547148784944,1743771812.0723033
3.0315219711699486,-0.18337564704551024,-0.2803470657796627,1743771812.1724195
3.0809797610995373,-0.19752465289674856,-0.20362840600469245,1743771812.272076
3.125300786864626,-0.20673748729220226,-0.12690054441773968,1743771812.3724616
3.174584061576351,-0.21308250864407505,-0.05233627587970339,1743771812.47223
3.2258369331985963,-0.21586396297669427,0.014992791704189629,1743771812.571886
3.272131250411904,-0.21521484768954216,0.06867557527000129,1743771812.6718638
3.317211135723681,-0.2121486299440747,0.11591225793302741,1743771812.7719758
3.368687534626564,-0.2062069494426918,0.1625726918493215,1743771812.8722425
3.4202663506625353,-0.1977879362348985,0.2027172938143248,1743771812.9719117
3.470652596800098,-0.1874455490203552,0.23764899015943106,1743771813.0725846
3.521838169233906,-0.17505434517606094,0.2720482948733373,1743771813.1720414
3.57314671172145,-0.16074304014744703,0.3063978666677949,1743771813.2716703
3.6250304885192683,-0.14434798897888215,0.34129348763885514,1743771813.3721414
3.6749302612610615,-0.12663373897925406,0.3732622559782775,1743771813.4718149
3.723841317916665,-0.10749189901546023,0.40371425477941986,1743771813.5721369
3.771230399854416,-0.08726167118952044,0.4316279520242129,1743771813.672031
3.818462309188048,-0.06551207571926808,0.4584925032921969,1743771813.7720068
3.8661824926240316,-0.041980852374307764,0.4851208256679018,1743771813.872114
3.912850614191018,-0.017393824034656277,0.508838294668557,1743771813.972022
3.9588551035428763,0.008255704609738285,0.530983018519452,1743771814.0718875
4.000532449884671,0.032797859386300934,0.5531302670090832,1743771814.1720908
4.0344561322255466,0.05347612142633868,0.5602042336759665,1743771814.27191
4.070956124588275,0.07591406428697034,0.4975590913493113,1743771814.3720076
4.118578505088289,0.10185236740145626,0.3760475937748808,1743771814.471944
4.167561171047075,0.12118505737316516,0.2630415634070995,1743771814.5728705
4.213728981213803,0.13360850515882525,0.1523726277344141,1743771814.6717541
4.261455319646699,0.1410625329669759,0.04560186901843568,1743771814.7726333
