x,y,v,w,stamp
1.8161218982015854e-09,1.856292618812473e-18,1.828482661125194e-08,1.0290756312997209e-08,1743771622.125856
0.0011558703538069454,8.905017468773664e-11,0.011597305573379436,7.528166129327722e-07,1743771622.3260977
0.011559508630181226,4.439415578664939e-09,0.1054387115131824,3.4571415771736945e-06,1743771622.4261436
0.032367092205132404,2.036834211071633e-08,0.21137238100016614,3.528800726536974e-06,1743771622.5258653
0.06357850577264619,5.602494977553788e-08,0.3169975392147178,3.827842632502912e-06,1743771622.6256583
0.10519360878182303,1.1917567028303416e-07,0.41995417343227526,3.7850090441914887e-06,1743771622.7259028
0.15721220258195254,2.17826333233002e-07,0.5282366175767138,3.848196890946782e-06,1743771622.8257139
0.19767086220773636,3.0475767650149366e-07,0.4095700205476721,2.5530251812935195e-06,1743771622.925651
0.26504640667821466,-1.3879759295477801e-06,0.45859712581796425,-0.00041051525073131583,1743771623.0260627
0.3308087802891895,-9.794521460988322e-06,0.6675267394137137,-0.0009080390006250866,1743771623.125739
0.39256305792743107,-1.8090023679295495e-05,0.6250195241272133,-6.577343282374796e-05,1743771623.2258115
0.44917169212941965,-9.377267580490778e-06,0.5714618426181838,0.0029098007392937197,1743771623.3259134
0.5038360310028975,-8.285414831699093e-06,0.5524805005316138,-0.0013536858038622848,1743771623.4259207
0.5581413372448822,-1.9716851648447286e-05,0.550793566312171,-0.0023376202966473767,1743771623.5257282
0.6106975750578524,-4.1494250212605334e-05,0.5309940198682269,-0.0020596744217604326,1743771623.6257865
0.6612775145846158,-7.200075579329916e-05,0.5102439078242904,-0.0019042941836247326,1743771623.726149
0.7110080913505024,-0.0001088757609268742,0.5030331586334685,-0.0013995452577003724,1743771623.826185
0.7606283387464556,-0.00015533546385251097,0.5042337816133504,-0.001979625955757055,1743771623.925949
0.8100617494531673,-0.0002225517525482812,0.4989566567582101,-0.004273871853441887,1743771624.0260818
0.8592797712168588,-0.0003090511175052687,0.4986669831874889,-0.0040297989205818445,1743771624.1260145
0.9083363023445393,-0.00040503018489272815,0.49606156106315624,-0.0020125464049981757,1743771624.2260416
0.9571873267234131,-0.0005075540944703496,0.49365512984829035,-0.001437029252477592,1743771624.3262494
1.0057504228995242,-0.0006180114647448598,0.49221502877972423,-0.0017818933822129112,1743771624.4260213
1.0539880756047029,-0.0007380276091927065,0.4886545742964413,-0.002162822410975633,1743771624.5259032
1.085965334469035,-0.0008263175465401554,0.3240645312171591,-0.002766660393326995,1743771624.6258485
1.1336714064672941,-0.0009874311863811386,0.48370543184288434,-0.006247649686420789,1743771624.7260137
1.181083978724415,-0.001168809659459001,0.4795652427759934,-0.004534551135359677,1743771624.8261986
1.2282220091023073,-0.0013493744136080996,0.4819216150850833,-5.130365586158047e-05,1743771624.9257348
1.2753160202146598,-0.001530609346318072,0.47700339977802053,-0.00018040028344429635,1743771625.0260303
1.322828076774484,-0.0017163713961577017,0.48160646715598,-0.0006225992112687265,1743771625.1264498
1.3703161782077262,-0.0018962470576980063,0.4838070966358379,0.0012427285363154597,1743771625.225833
