e,e_dot,e_int,time
0.3140200697215275,0.0006122893671580328,0.07336805472742837,1743711323967127348
0.3140200697215275,0.0006122893671580328,0.07338236591620556,1743711323967127348
0.3161595735645504,0.007131679476742869,0.09407777538497203,1743711324266040091
0.3211491597236577,0.023763633340433965,0.12644000322707805,1743711324365853854
0.327363182977799,0.037345364710828687,0.06459742681947185,1743711324466929406
0.33462590773821543,0.04492249338185909,0.06578849287717972,1743711324566604337
0.3420953047480501,0.04910707256750376,0.06656089548182301,1743711324665799827
0.350544946284825,0.053063461822031956,0.06836029971165718,1743711324766241887
0.36053419077654386,0.061462953428312504,0.07028776659388299,1743711324866016706
0.3703423819046953,0.06599145206623432,0.07201082655087344,1743711324966009023
0.38052451003656496,0.06663439753340365,0.07404889945816283,1743711325065896571
0.39120528424740697,0.06954300780903884,0.0761834796342783,1743711325166128108
0.40213342596466667,0.07202971976033905,0.07827677393968487,1743711325265945706
0.41340868850013496,0.07401134750909329,0.08035628998094319,1743711325365895574
0.4253595245316218,0.07742032855651708,0.08297903841365259,1743711325466555575
0.43757927949176256,0.08056863663875868,0.08505421720902075,1743711325565811861
0.4504827984270973,0.08374424631825177,0.08746187273633409,1743711325666328152
0.46386423106994334,0.0876165052606026,0.09030856207607368,1743711325766211605
0.4775139145084972,0.09010372027133284,0.09267321849249599,1743711325866074870
0.49130720012260026,0.0914765635088564,0.0958403577509231,1743711325966898430
0.505359046312509,0.09281710601337294,0.09847111687445001,1743711326066466490
0.5201894721691135,0.09627424015504409,0.1008842207522973,1743711326166424765
0.5201894721691135,0.04943475285534812,0.0515031010491379,1743711326166424765
0.5358298742772767,0.05213467369387733,0.10480848803014851,1743711326365906877
0.5499510759480358,0.09920534592974113,0.16040163418232736,1743711326466059737
0.5626717078395583,0.08947277854093882,0.10985188067629002,1743711326565825049
0.5774848022716003,0.09177908774521477,0.11261257943104867,1743711326665950999
0.5919570140505099,0.09761768736983867,0.11564195665139815,1743711326766115541
0.6079616848765762,0.10158960868325313,0.11853831880440012,1743711326866026534
0.6259335723872905,0.1132551944559353,0.12173044429453263,1743711326966126976
0.6437517866675321,0.11930033930318625,0.12525780926536967,1743711327066156494
0.6620337293325655,0.12033385648425006,0.12861599145442498,1743711327165870291
0.6810415127949223,0.12429908709130078,0.1321880328500069,1743711327265753184
0.7007009291063376,0.12889066591257362,0.1362478309175538,1743711327365864546
0.7208477551408925,0.1326874744865673,0.14043590306957787,1743711327466128754
0.7417738948344055,0.13690988576022614,0.14429960049610635,1743711327565972845
0.7632253489625315,0.1412586460721299,0.14825438162362023,1743711327665946237
0.785295885819913,0.14507330328502524,0.1525091647432295,1743711327765740765
0.8081769983104377,0.1498388311596873,0.15703271465571342,1743711327865843762
0.8314840225913541,0.15396045590480356,0.16205951118258935,1743711327966230321
0.8554538664103026,0.15758956033288327,0.16617943629363435,1743711328065649515
