x,y,th,stamp
0.00022507567858158137,0.0,-2.518467869560402e-23,1743780321.9159796
0.0010391575805148991,-2.7390270731135803e-15,8.950934716223142e-13,1743780322.115555
0.004004627259571826,-1.1311720658290479e-14,-8.795189877236823e-09,1743780322.2158978
0.009012318839238942,-4.004789014237698e-11,-0.007546687236364774,1743780322.3154614
0.015876462797450305,-4.809854576914346e-05,-0.015404334488760132,1743780322.415638
0.023875111206563587,-0.00016968235360465754,-0.02375124470783784,1743780322.5156934
0.032329691676226756,-0.00036823577773707056,-0.0320265746448914,1743780322.6151948
0.04113066120552596,-0.0006488871093030653,-0.04058120155862116,1743780322.715305
0.05055756933258436,-0.001028654137544159,-0.04782413763212516,1743780322.815307
0.0606341889290303,-0.0015068372770233804,-0.05306716707117239,1743780322.9155724
0.07114520262252155,-0.002062415791209015,-0.05720204490837369,1743780323.0152345
0.08210925273682261,-0.0026889646524379343,-0.06075518061137436,1743780323.1151748
0.0936817999504655,-0.0033911307687072064,-0.0636720729575901,1743780323.2150693
0.10592252023107995,-0.004170039733301638,-0.0661921509233568,1743780323.315576
0.11815693903236262,-0.004979690750272172,-0.06886917172443405,1743780323.4154556
0.12903411169223408,-0.005730851036649287,-0.08013018479340515,1743780323.5160065
0.13861137059144232,-0.0064990101913251505,-0.08871730973184505,1743780323.615669
0.14989197616637356,-0.007490167541850812,-0.09541077468618152,1743780323.7160535
0.1615611982986292,-0.008608342278637004,-0.1021132893827068,1743780323.8158596
0.17395667507015067,-0.009870156531929733,-0.10682895158583534,1743780323.915651
0.18781398128826907,-0.011352930994850716,-0.11305617706787145,1743780324.0155656
0.20222216242436403,-0.01298725197963254,-0.11622539674601573,1743780324.1150088
0.2171885176479208,-0.014732763263237986,-0.1188762837831248,1743780324.2154005
0.2321708567355265,-0.016524810654760524,-0.12185921045738106,1743780324.3162923
0.2470326507617876,-0.01834620228473004,-0.1249924147243644,1743780324.4151168
0.2629203466170175,-0.02034941082618995,-0.13881413190680386,1743780324.5152264
0.27859590368611314,-0.02255629356454709,-0.1520005049200926,1743780324.6153314
0.29802996891528455,-0.025544089646647616,-0.16217239077803614,1743780324.7157583
0.3179839979808627,-0.02881262662209484,-0.16950172459700796,1743780324.8151433
0.33763014822967535,-0.0321770198504947,-0.17695013749710278,1743780324.9154303
0.35725254307150284,-0.03568516459674977,-0.1823975792002808,1743780325.015448
0.3743080119962043,-0.038841677742828574,-0.1848925665707278,1743780325.1156876
0.38932445832189844,-0.04165104889667198,-0.18776379687184333,1743780325.2154813
0.40729986678839186,-0.04505959202084511,-0.19253769550419175,1743780325.3154664
0.4283852987688165,-0.04916552800591489,-0.20543179764784755,1743780325.4152164
0.45035256943437607,-0.05373698368965525,-0.21653633015991727,1743780325.5157132
0.47283063161782213,-0.05867727206820093,-0.223311194510469,1743780325.6154401
0.49566731684027804,-0.06385920954954852,-0.23123575651036576,1743780325.7155683
0.5192290188862917,-0.06940102279538247,-0.2390892902744536,1743780325.8158379
0.5435298113675382,-0.07531740063365532,-0.2471742459076327,1743780325.9153118
0.5677705188065127,-0.08143521844373183,-0.25824887158316373,1743780326.0153022
0.5927652398280101,-0.08802913784131133,-0.27300577367987017,1743780326.1162474
0.6194223635249141,-0.09548592300551474,-0.2837538509563907,1743780326.2155163
0.6470233197754733,-0.10353142363059163,-0.2928601413204393,1743780326.3150504
0.6752364872882355,-0.1120385122774075,-0.3021212481087935,1743780326.4152715
0.7039436144966493,-0.12098185651801788,-0.31636735604445465,1743780326.5151703
0.7298408465200003,-0.12948465829157801,-0.33295459141417966,1743780326.6150978
0.7564918143764768,-0.13867215568219493,-0.3423037641570527,1743780326.7149625
0.7863304307672442,-0.14929396123303895,-0.3534023413556999,1743780326.8157067
0.817784955966883,-0.160888859158805,-0.36843032665039943,1743780326.915339
0.8511220763869737,-0.1737457780420174,-0.38931205981648603,1743780327.0154169
0.8855915032923665,-0.1878827841882763,-0.40378450038456326,1743780327.1150997
0.9202849337743179,-0.2027065535696664,-0.41656780218015943,1743780327.215263
0.9552484489384934,-0.2181721130288251,-0.43418818682246824,1743780327.315782
0.9913110627672032,-0.23488436200181156,-0.4534567674758772,1743780327.4155982
1.0283632961190252,-0.2529229679483458,-0.47357891190956714,1743780327.5154316
1.0662505720395261,-0.27231569387417226,-0.4912787148623242,1743780327.616161
1.1047966935705618,-0.2929123153191024,-0.5123355311280186,1743780327.7156744
1.144047712494372,-0.3149686074094137,-0.5362769074952427,1743780327.815302
1.183742100489193,-0.3385504805283311,-0.5578430151870891,1743780327.9152696
1.2244326277118778,-0.36392008211471955,-0.5803562507130693,1743780328.0152006
1.2657142830560426,-0.3909736694784769,-0.6047717848690102,1743780328.1164165
1.3074485255010988,-0.41979996795894686,-0.6291856363185592,1743780328.2154813
1.3457158770255522,-0.44771979835885733,-0.6546621550579449,1743780328.3151906
1.3795932785492706,-0.4737529159812524,-0.6717326194876918,1743780328.4156184
1.4158710770724674,-0.5025218300262981,-0.6899002637566388,1743780328.5162022
1.456333736325158,-0.5358680157191257,-0.7182224067806441,1743780328.6154299
