x,y,th,stamp
1.7943060650616085e-09,1.8618822154634403e-18,1.0376614401063797e-09,1744038805.7575061
0.0032779386302703743,-7.449583733610634e-06,-0.0022726430983215926,1744038806.0567932
0.009679850938965413,-7.064541360922773e-05,-0.00987107824237446,1744038806.1567678
0.0144252908824915,-0.0001413656183830992,-0.014901667882285259,1744038806.2572513
0.022294018098549064,-0.0003216306023638719,-0.02290503319737833,1744038806.3570132
0.030508300221987018,-0.0005738848150178518,-0.03069957387153211,1744038806.45682
0.0400650030889846,-0.0009351808238043594,-0.03778751239353699,1744038806.5571625
0.050268002220092825,-0.0013754887722186345,-0.04312799740821878,1744038806.6568687
0.06044800131362291,-0.0018611359869716779,-0.04766987601974753,1744038806.7567728
0.07128699744836282,-0.0024184364653575922,-0.05137100799462889,1744038806.8569217
0.08272713267765415,-0.0030433290899090086,-0.054568607313725766,1744038806.9572473
0.09472353341351429,-0.0037379683350373793,-0.05783938645093138,1744038807.057032
0.10714294927891224,-0.00450129563758972,-0.06138519673998922,1744038807.1571512
0.11933220981388012,-0.005380259706693097,-0.07198511508299207,1744038807.2572803
0.13254573893688565,-0.006510068959214412,-0.0852965122544606,1744038807.3567488
0.14623303953953537,-0.0078086944003952765,-0.09459496140232734,1744038807.456773
0.16038005442607753,-0.009250333555118272,-0.10155356587302451,1744038807.5568736
0.17489384915094394,-0.010810180987417883,-0.10706249119442406,1744038807.656868
0.18478925250956044,-0.011895674319948703,-0.10925986681646145,1744038807.7570255
0.20004536860487024,-0.013594641635565109,-0.11090606107414801,1744038807.8569458
0.21585328275136542,-0.01538174306896219,-0.11257310079555012,1744038807.9571996
0.23215662218136868,-0.017264559892800603,-0.114977223764432,1744038808.056984
0.2484731706587035,-0.0192022990810342,-0.11820549713919978,1744038808.1573825
0.2637244312670952,-0.02125117406738895,-0.13354181361925355,1744038808.2568705
0.28111555278311673,-0.023875400157629664,-0.14976473382348576,1744038808.3567622
0.29930772266213307,-0.026842202560736033,-0.1616581806839507,1744038808.4572701
0.31808500477509405,-0.03005961690521665,-0.16969817068517526,1744038808.5567992
0.3371332768900076,-0.03343262100353652,-0.1752598899608096,1744038808.6567564
0.3566339058212286,-0.036920467036809686,-0.1769866843974889,1744038808.7572846
0.37695760265459083,-0.04056158039884388,-0.17727535947867537,1744038808.8568594
0.3971713563576923,-0.044430422398629744,-0.18910945728855344,1744038808.9578722
0.4187900539225839,-0.048849737559837375,-0.20164285753418523,1744038809.057085
0.44077026968482486,-0.05355615685685066,-0.21093556299957247,1744038809.1569805
0.46357328458312996,-0.0586445868526589,-0.2195502671202197,1744038809.2570846
0.48697895076893083,-0.06405322209219501,-0.22709607015284464,1744038809.3569684
0.502951059435163,-0.06780166215781945,-0.23051495256164417,1744038809.4573076
0.5266362293408812,-0.07350079608104461,-0.23842294043023568,1744038809.5567274
0.5518875519317712,-0.08002385925221236,-0.25279904652116075,1744038809.657856
0.5775764581674296,-0.08699972091794288,-0.2651573731316536,1744038809.7570362
0.6037527270874425,-0.094338674302835,-0.2733486849196906,1744038809.8569105
0.6297848277082199,-0.10188791135636972,-0.2822548662421078,1744038809.957216
0.6571266733133555,-0.11021008236933082,-0.29546559864162436,1744038810.0570848
0.685680764869825,-0.11937154252958566,-0.3104699852098162,1744038810.1571965
0.7149541296912981,-0.1291252486554189,-0.3216250448455641,1744038810.2566555
0.7450562365521513,-0.13950449674213572,-0.3320360490530916,1744038810.3571343
0.7758529553778314,-0.15047341756014673,-0.3421624101315778,1744038810.456908
0.8067848936445009,-0.16198231274182917,-0.3562008209229912,1744038810.5568469
0.8392662046707823,-0.1747176523487361,-0.37366199310549236,1744038810.656918
0.8725475537338327,-0.18833393437108065,-0.38834921053207494,1744038810.75686
0.8952011803178874,-0.19784339972714715,-0.3974381879829826,1744038810.857384
